job_id,job_title,company,location,experience_level,work_type,salary_usd,skills,year,month,posted_date
2564,Data Scientist,Microsoft,"San Francisco, CA",Mid,Onsite,118730.0,"Hadoop, Statistics, AWS, Power BI",2025,1,2025-01-24
2565,Machine Learning Engineer,Tesla,"Toronto, Canada",Lead,Remote,184938.0,"A/B Testing, Deep Learning, Hadoop, Git, Java, Python",2025,6,2025-06-08
2566,Data Analyst,ByteDance,"Toronto, Canada",Entry,Hybrid,56871.0,"TensorFlow, Data Engineering, A/B Testing, GCP, Python, Docker",2025,10,2025-10-24
2567,Data Scientist,Goldman Sachs,"Amsterdam, Netherlands",Senior,Onsite,129609.0,"Linux, Airflow, A/B Testing, Docker, SQL, Tableau",2025,8,2025-08-16
2568,AI Research Scientist,Google,"Boston, MA",Mid,Onsite,155251.0,"PyTorch, SQL, Hadoop, FastAPI, NLP, Pandas, Java, Airflow",2024,2,2024-02-01
2569,Deep Learning Engineer,Accenture,"Hyderabad, India",Senior,Hybrid,53985.0,"Statistics, Feature Engineering, MLOps, Pandas",2023,7,2023-07-12
2570,Data Scientist,Google,"Hyderabad, India",Senior,Hybrid,40055.0,"Azure, AWS, R, Linux, Scala, Git, NumPy, Data Engineering",2025,4,2025-04-19
2571,LLM Engineer,Infosys,"New York, NY",Senior,Onsite,179067.0,"Java, GCP, Git, Kubernetes",2025,8,2025-08-18
2572,MLOps Engineer,Adobe,"Los Angeles, CA",Lead,Onsite,152676.0,"AWS, Spark, Pandas, Feature Engineering, Deep Learning",2024,10,2024-10-12
2573,LLM Engineer,Google,"San Francisco, CA",Mid,Hybrid,134483.0,"Deep Learning, GCP, Transformers, Hadoop",2024,8,2024-08-24
2574,Machine Learning Engineer,Google,"Los Angeles, CA",Senior,Hybrid,169174.0,"A/B Testing, NumPy, Python, Java, Tableau, Feature Engineering",2025,5,2025-05-19
2575,Data Scientist,Stripe,Remote,Lead,Remote,235557.0,"Feature Engineering, Git, Java, FastAPI, MLOps",2025,4,2025-04-18
2576,Data Analyst,Accenture,Singapore,Mid,Hybrid,71751.0,"Tableau, Pandas, Kubernetes, NumPy, scikit-learn",2024,4,2024-04-27
2577,AI Research Scientist,Amazon,"San Francisco, CA",Mid,Remote,169300.0,"NLP, FastAPI, Azure, Pandas, Computer Vision",2025,12,2025-12-04
2578,Machine Learning Engineer,Nvidia,"Seattle, WA",Entry,Remote,107707.0,"Spark, Airflow, Pandas, NumPy, LLM, Python",2025,6,2025-06-24
2579,Machine Learning Engineer,Google,"New York, NY",Lead,Onsite,214177.0,"Hadoop, Power BI, MLOps, FastAPI",2025,8,2025-08-27
2580,LLM Engineer,Accenture,"Berlin, Germany",Lead,Onsite,262794.0,"AWS, Azure, Computer Vision, MLOps",2024,8,2024-08-03
2581,Computer Vision Engineer,Tesla,"London, UK",Senior,Hybrid,,"Pandas, LLM, Data Engineering, Transformers",2025,2,2025-02-03
2582,Computer Vision Engineer,Salesforce,"Seattle, WA",Senior,Remote,174537.0,"Azure, Machine Learning, Deep Learning, Docker, LLM, FastAPI",2025,4,2025-04-04
2583,Computer Vision Engineer,Goldman Sachs,"Los Angeles, CA",Entry,Remote,93649.0,"scikit-learn, Power BI, SQL, Python, Computer Vision, FastAPI",2025,2,2025-02-17
2584,NLP Engineer,Meta,"Boston, MA",Mid,Remote,142436.0,"TensorFlow, MLOps, Machine Learning",2024,5,2024-05-03
2585,Deep Learning Engineer,Google,"San Francisco, CA",Entry,Hybrid,111799.0,"Machine Learning, Linux, A/B Testing, Tableau, Spark, Transformers",2025,4,2025-04-06
2586,Deep Learning Engineer,Meta,Remote,Mid,Onsite,126528.0,"Azure, MLOps, SQL",2023,11,2023-11-10
2587,MLOps Engineer,Meta,"Hyderabad, India",Mid,Remote,27997.0,"FastAPI, NumPy, Machine Learning",2025,1,2025-01-10
2588,AI Research Scientist,Google,"San Francisco, CA",Mid,Remote,140492.0,"scikit-learn, NumPy, Feature Engineering, LLM",2023,12,2023-12-16
2589,Deep Learning Engineer,Goldman Sachs,"Bengaluru, India",Entry,Remote,25007.0,"Linux, Feature Engineering, MLOps, Deep Learning, R",2024,2,2024-02-23
2590,LLM Engineer,TCS,"Toronto, Canada",Mid,Hybrid,138436.0,"Feature Engineering, R, Linux, Hadoop, NumPy, Spark",2025,2,2025-02-07
2591,LLM Engineer,Salesforce,"San Francisco, CA",Senior,Hybrid,204718.0,"Spark, Feature Engineering, Kubernetes",2022,9,2022-09-16
2592,Data Scientist,Meta,"San Francisco, CA",Mid,Remote,108878.0,"FastAPI, Java, Deep Learning, Transformers, NumPy, Airflow, Spark",2025,4,2025-04-09
2593,Machine Learning Engineer,Airbnb,"Bengaluru, India",Mid,Onsite,37104.0,"Airflow, LLM, TensorFlow, Computer Vision, Transformers, Feature Engineering, Scala, PyTorch",2024,8,2024-08-26
2594,Data Scientist,Apple,"New York, NY",Senior,Onsite,148224.0,"Transformers, Hadoop, Airflow, NumPy, Machine Learning, SQL, AWS",2025,5,2025-05-20
2595,Data Scientist,Meta,"New York, NY",Entry,Hybrid,91670.0,"SQL, FastAPI, Spark, Scala, Transformers",2025,8,2025-08-01
2596,Machine Learning Engineer,Google,"Los Angeles, CA",Senior,Onsite,124309.0,"Feature Engineering, Tableau, AWS, PyTorch",2025,6,2025-06-12
2597,Deep Learning Engineer,OpenAI,"Austin, TX",Mid,Remote,126840.0,"TensorFlow, Data Engineering, Scala, FastAPI, Feature Engineering",2024,9,2024-09-28
2598,LLM Engineer,Mistral AI,Remote,Lead,Hybrid,222501.0,"MLOps, NLP, TensorFlow, NumPy, SQL, Spark, Git, Machine Learning",2025,1,2025-01-09
2599,Machine Learning Engineer,TCS,"Seattle, WA",Senior,Remote,194710.0,"AWS, Statistics, Airflow",2023,8,2023-08-12
2600,MLOps Engineer,Uber,"San Francisco, CA",Lead,Remote,173891.0,"LLM, Linux, FastAPI",2024,9,2024-09-14
2601,Data Scientist,Meta,"Mumbai, India",Entry,Remote,18049.0,"PyTorch, Power BI, FastAPI, Hadoop, TensorFlow, Scala",2025,2,2025-02-17
2602,AI Engineer,TCS,"New York, NY",Entry,Hybrid,101258.0,"Statistics, Spark, SQL",2024,3,2024-03-10
2603,AI Research Scientist,Anthropic,"Pune, India",Senior,Hybrid,47591.0,"Power BI, PyTorch, Azure, Transformers, Git, SQL",2023,4,2023-04-17
2604,AI Product Manager,Accenture,"Boston, MA",Senior,Hybrid,136043.0,"Docker, Power BI, Airflow, FastAPI, Statistics, Deep Learning, Scala",2024,5,2024-05-28
2605,LLM Engineer,Microsoft,"Amsterdam, Netherlands",Mid,Remote,129048.0,"Statistics, Hadoop, MLOps, Computer Vision, TensorFlow, FastAPI",2023,6,2023-06-23
2606,AI Engineer,OpenAI,"Chicago, IL",Entry,Hybrid,92163.0,"Deep Learning, A/B Testing, PyTorch, Python, Computer Vision, MLOps, Feature Engineering",2025,8,2025-08-09
2607,Data Scientist,McKinsey,"Austin, TX",Mid,Hybrid,106840.0,"SQL, scikit-learn, Azure, Git, MLOps",2024,11,2024-11-22
2608,Machine Learning Engineer,Microsoft,"London, UK",Mid,Hybrid,97946.0,"SQL, MLOps, Git",2022,2,2022-02-08
2609,Deep Learning Engineer,DeepMind,"New York, NY",Senior,Remote,193616.0,"AWS, Machine Learning, LLM, Power BI",2023,7,2023-07-26
2610,Computer Vision Engineer,DeepMind,"Amsterdam, Netherlands",Senior,Remote,192260.0,"Power BI, MLOps, Transformers, Linux",2023,7,2023-07-04
2611,Data Analyst,Apple,"Pune, India",Senior,Hybrid,31939.0,"Docker, FastAPI, Deep Learning, Tableau, scikit-learn",2024,8,2024-08-25
2612,NLP Engineer,Tesla,"Chicago, IL",Entry,Hybrid,77453.0,"NumPy, PyTorch, NLP, MLOps, Linux, LLM, Statistics, FastAPI",2025,5,2025-05-02
2613,Data Scientist,Amazon,"New York, NY",Mid,Hybrid,112414.0,"Java, PyTorch, Azure, scikit-learn, Kubernetes",2024,1,2024-01-11
2614,Machine Learning Engineer,Accenture,"Seattle, WA",Lead,Hybrid,207037.0,"Deep Learning, Data Engineering, Azure, AWS, MLOps, Airflow, Java",2025,3,2025-03-12
2615,Data Scientist,Infosys,"Los Angeles, CA",Mid,Remote,123477.0,"Git, Power BI, Hadoop, TensorFlow, LLM",2024,1,2024-01-02
2616,AI Engineer,OpenAI,"Chicago, IL",Mid,Remote,,"Linux, MLOps, Feature Engineering, NumPy, Azure",2024,10,2024-10-08
2617,NLP Engineer,Accenture,Remote,Lead,Onsite,176178.0,"Git, SQL, NLP, Machine Learning, PyTorch, Python, Linux, MLOps",2022,3,2022-03-28
2618,AI Engineer,Accenture,"Austin, TX",Mid,Hybrid,131784.0,"Linux, PyTorch, Spark",2023,11,2023-11-24
2619,Data Scientist,Google,Remote,Mid,Remote,,"NLP, A/B Testing, Statistics, Scala, PyTorch, scikit-learn, GCP, Git",2022,3,2022-03-12
2620,Machine Learning Engineer,Deloitte,"Hyderabad, India",Lead,Onsite,68151.0,"Hadoop, Java, Scala, Power BI, Tableau",2025,8,2025-08-18
2621,LLM Engineer,Microsoft,Singapore,Mid,Onsite,151293.0,"Power BI, FastAPI, Scala, Kubernetes, Feature Engineering, Airflow",2024,12,2024-12-24
2622,Computer Vision Engineer,Infosys,"Austin, TX",Mid,Hybrid,142856.0,"AWS, Data Engineering, GCP",2025,8,2025-08-23
2623,AI Research Scientist,Cohere,"Berlin, Germany",Senior,Hybrid,185850.0,"Scala, Spark, MLOps",2025,11,2025-11-09
2624,Computer Vision Engineer,Amazon,Remote,Mid,Onsite,152587.0,"A/B Testing, Git, NLP, Feature Engineering",2024,5,2024-05-23
2625,Machine Learning Engineer,Anthropic,"Ahmedabad, India",Mid,Onsite,39129.0,"NumPy, NLP, Deep Learning, Kubernetes, Git",2023,2,2023-02-04
2626,Data Analyst,OpenAI,"Amsterdam, Netherlands",Senior,Onsite,94867.0,"Kubernetes, TensorFlow, A/B Testing, Git, Transformers, Docker, scikit-learn",2024,10,2024-10-12
2627,Machine Learning Engineer,Baidu,"Chicago, IL",Senior,Remote,198862.0,"R, A/B Testing, Tableau, Deep Learning, NLP, LLM",2023,12,2023-12-09
2628,Data Scientist,TCS,"London, UK",Lead,Hybrid,194207.0,"MLOps, Data Engineering, Azure, LLM, R, Git, NumPy, Statistics",2023,6,2023-06-04
2629,Machine Learning Engineer,Microsoft,"San Francisco, CA",Mid,Remote,126118.0,"GCP, Power BI, Scala, Git, scikit-learn",2023,8,2023-08-03
2630,AI Engineer,OpenAI,"Seattle, WA",Lead,Remote,191319.0,"GCP, Machine Learning, Feature Engineering",2023,11,2023-11-26
2631,LLM Engineer,OpenAI,"Los Angeles, CA",Mid,Remote,144464.0,"Spark, NLP, MLOps, LLM, Hadoop, Java",2025,5,2025-05-03
2632,Deep Learning Engineer,Adobe,"San Francisco, CA",Lead,Remote,224627.0,"Feature Engineering, NumPy, SQL, Power BI, Machine Learning, Azure, Tableau, Pandas",2022,10,2022-10-02
2633,AI Engineer,Amazon,Remote,Senior,Remote,170697.0,"Computer Vision, Scala, Tableau, Pandas",2023,10,2023-10-21
2634,Deep Learning Engineer,Stripe,"Pune, India",Entry,Remote,28697.0,"Scala, Feature Engineering, Pandas, Computer Vision, NumPy",2024,10,2024-10-01
2635,Data Scientist,Amazon,"London, UK",Mid,Hybrid,138700.0,"Python, Statistics, Machine Learning, Spark, Kubernetes, Scala",2023,12,2023-12-09
2636,Machine Learning Engineer,Amazon,"San Francisco, CA",Mid,Hybrid,150327.0,"R, Pandas, Scala, Kubernetes, A/B Testing, scikit-learn",2024,1,2024-01-19
2637,Data Scientist,TCS,"Seattle, WA",Entry,Hybrid,85103.0,"AWS, Hadoop, Airflow, Azure, LLM, Docker",2025,3,2025-03-15
2638,Machine Learning Engineer,Nvidia,"Austin, TX",Mid,Remote,148245.0,"MLOps, TensorFlow, LLM, Airflow, Feature Engineering, Computer Vision, Transformers, Tableau",2023,11,2023-11-11
2639,Computer Vision Engineer,Cohere,"Bengaluru, India",Lead,Remote,49797.0,"Git, Power BI, GCP, Feature Engineering, Docker, LLM",2025,10,2025-10-10
2640,Machine Learning Engineer,HCL Technologies,Singapore,Senior,Onsite,178327.0,"Power BI, TensorFlow, Data Engineering, Tableau, R, scikit-learn",2024,12,2024-12-14
2641,LLM Engineer,Wipro,"Berlin, Germany",Senior,Onsite,216951.0,"Transformers, Data Engineering, Tableau, Machine Learning, Deep Learning",2022,11,2022-11-26
2642,Data Analyst,Salesforce,"New York, NY",Mid,Onsite,80633.0,"Data Engineering, Hadoop, Scala, Tableau, LLM, R, Kubernetes",2023,8,2023-08-02
2643,Machine Learning Engineer,Amazon,Remote,Lead,Remote,186124.0,"Tableau, Pandas, Docker, Feature Engineering, Data Engineering, MLOps, Computer Vision, Spark",2024,5,2024-05-15
2644,Machine Learning Engineer,Google,Remote,Mid,Remote,122777.0,"Data Engineering, NumPy, Airflow, R, Statistics, Deep Learning, Azure",2025,10,2025-10-05
2645,Deep Learning Engineer,McKinsey,"Pune, India",Lead,Remote,51793.0,"Kubernetes, A/B Testing, Azure, Java, Scala, Git, Hadoop, PyTorch",2023,7,2023-07-16
2646,AI Architect,SpaceX,"New York, NY",Mid,Remote,140222.0,"Feature Engineering, Java, Pandas, Computer Vision, NumPy",2023,12,2023-12-10
2647,Data Scientist,TCS,"Austin, TX",Entry,Hybrid,79500.0,"Python, scikit-learn, R, Airflow, Tableau, NLP, Azure, Transformers",2024,12,2024-12-07
2648,Machine Learning Engineer,AMD,"Seattle, WA",Senior,Onsite,,"Airflow, scikit-learn, GCP, Machine Learning, Statistics, Power BI, Kubernetes, Azure",2025,9,2025-09-09
2649,MLOps Engineer,Cohere,"Sydney, Australia",Mid,Hybrid,119022.0,"SQL, R, TensorFlow, Azure, Scala, Python",2024,7,2024-07-04
2650,AI Research Scientist,HCL Technologies,"Seattle, WA",Mid,Onsite,159591.0,"Deep Learning, R, LLM, Statistics, GCP",2024,8,2024-08-03
2651,MLOps Engineer,DeepMind,"Berlin, Germany",Mid,Hybrid,105859.0,"Feature Engineering, Linux, AWS, Java, TensorFlow, R, Hadoop, Pandas",2024,5,2024-05-27
2652,Machine Learning Engineer,Apple,"Ahmedabad, India",Senior,Hybrid,56344.0,"Scala, Docker, Statistics",2025,12,2025-12-16
2653,Data Scientist,Meta,"Los Angeles, CA",Mid,Remote,122261.0,"Power BI, NLP, Java",2024,3,2024-03-14
2654,Data Scientist,Meta,Remote,Entry,Remote,93489.0,"Spark, Scala, Kubernetes, Computer Vision",2024,1,2024-01-01
2655,AI Engineer,Accenture,"New York, NY",Lead,Hybrid,186975.0,"Statistics, Tableau, Java",2023,6,2023-06-14
2656,AI Engineer,HCL Technologies,"San Francisco, CA",Senior,Hybrid,183849.0,"Feature Engineering, Git, Python",2023,7,2023-07-18
2657,LLM Engineer,Meta,"San Francisco, CA",Entry,Hybrid,87548.0,"LLM, NumPy, Data Engineering, Transformers, GCP, Hadoop, Airflow, FastAPI",2025,8,2025-08-25
2658,NLP Engineer,Baidu,"London, UK",Senior,Remote,175653.0,"A/B Testing, Airflow, TensorFlow, Pandas, MLOps",2022,11,2022-11-24
2659,Computer Vision Engineer,JPMorgan,"San Francisco, CA",Mid,Remote,133191.0,"AWS, Machine Learning, R, NumPy, PyTorch",2023,10,2023-10-18
2660,LLM Engineer,Uber,Remote,Mid,Onsite,148761.0,"NumPy, LLM, Tableau, Machine Learning, Deep Learning, Python",2024,11,2024-11-23
2661,LLM Engineer,Infosys,"Boston, MA",Senior,Hybrid,153104.0,"Feature Engineering, Spark, Linux, Airflow, scikit-learn, MLOps, SQL",2022,8,2022-08-05
2662,Data Scientist,JPMorgan,"Boston, MA",Senior,Remote,131389.0,"Power BI, Hadoop, PyTorch",2023,9,2023-09-23
2663,Data Scientist,Stripe,"Toronto, Canada",Mid,Remote,123456.0,"NLP, Computer Vision, Java",2023,1,2023-01-13
2664,AI Engineer,Adobe,"Seattle, WA",Mid,Remote,115648.0,"Statistics, Pandas, Docker, Airflow",2023,2,2023-02-09
2665,Data Scientist,Snowflake,"Amsterdam, Netherlands",Mid,Hybrid,121603.0,"Azure, Transformers, Machine Learning, Feature Engineering, Spark, Statistics, Tableau",2023,9,2023-09-15
2666,Deep Learning Engineer,Microsoft,"Seattle, WA",Mid,Remote,114357.0,"Linux, Hadoop, Azure, Airflow, FastAPI, Tableau",2025,10,2025-10-12
2667,Deep Learning Engineer,Wipro,"Boston, MA",Mid,Hybrid,150723.0,"Docker, Transformers, Git, Data Engineering, SQL, Pandas, PyTorch",2024,12,2024-12-19
2668,AI Architect,TCS,Singapore,Mid,Remote,131904.0,"LLM, A/B Testing, FastAPI, Pandas, Deep Learning, Statistics",2023,11,2023-11-18
2669,Data Scientist,Nvidia,"Berlin, Germany",Senior,Hybrid,156955.0,"Feature Engineering, GCP, Linux, Hadoop, Statistics, NumPy, FastAPI",2024,1,2024-01-03
2670,NLP Engineer,Google,"Bengaluru, India",Lead,Onsite,58157.0,"PyTorch, Transformers, MLOps",2025,4,2025-04-18
2671,Data Analyst,Salesforce,"San Francisco, CA",Entry,Onsite,54799.0,"Machine Learning, TensorFlow, Tableau, Pandas, Git",2023,5,2023-05-27
2672,AI Product Manager,Meta,"Bengaluru, India",Entry,Remote,26869.0,"Linux, FastAPI, Azure, Hadoop, Pandas",2022,3,2022-03-10
2673,Data Scientist,Microsoft,"San Francisco, CA",Mid,Hybrid,118800.0,"Python, Hadoop, PyTorch, R, Transformers",2024,10,2024-10-25
2674,LLM Engineer,Meta,"Bengaluru, India",Lead,Remote,56831.0,"Scala, LLM, GCP, Pandas, PyTorch",2024,6,2024-06-01
2675,Deep Learning Engineer,Wipro,"New York, NY",Lead,Onsite,187045.0,"PyTorch, Feature Engineering, SQL, Machine Learning, MLOps, Java, Python",2024,4,2024-04-03
2676,Machine Learning Engineer,Snowflake,"Los Angeles, CA",Entry,Hybrid,73543.0,"scikit-learn, Hadoop, MLOps, R",2024,11,2024-11-08
2677,LLM Engineer,OpenAI,"Seattle, WA",Mid,Hybrid,145353.0,"Pandas, A/B Testing, Spark, Kubernetes, Java, Docker",2024,2,2024-02-10
2678,AI Engineer,Microsoft,Singapore,Mid,Remote,105995.0,"Hadoop, Azure, MLOps, LLM, R, Deep Learning, Spark, Pandas",2022,3,2022-03-03
2679,AI Engineer,Baidu,"San Francisco, CA",Lead,Onsite,205322.0,"Hadoop, PyTorch, Linux, Kubernetes",2024,12,2024-12-18
2680,AI Product Manager,DeepMind,"Austin, TX",Mid,Remote,120273.0,"A/B Testing, GCP, Azure, Pandas, Data Engineering, FastAPI",2024,3,2024-03-20
2681,AI Research Scientist,JPMorgan,"New York, NY",Lead,Hybrid,242255.0,"Docker, Data Engineering, Pandas",2024,10,2024-10-23
2682,NLP Engineer,Apple,"Bengaluru, India",Entry,Remote,24205.0,"Deep Learning, FastAPI, AWS, TensorFlow",2025,12,2025-12-13
2683,AI Research Scientist,Wipro,"Seattle, WA",Entry,Remote,,"Power BI, GCP, Airflow, Azure, Tableau",2023,4,2023-04-27
2684,Machine Learning Engineer,TCS,"London, UK",Mid,Remote,144898.0,"Kubernetes, Python, PyTorch, Feature Engineering",2024,3,2024-03-15
2685,AI Engineer,Adobe,"Seattle, WA",Mid,Remote,135747.0,"Java, Data Engineering, Transformers, scikit-learn, Hadoop, PyTorch, SQL, LLM",2025,4,2025-04-18
2686,Deep Learning Engineer,Amazon,"San Francisco, CA",Senior,Onsite,181431.0,"Linux, Azure, MLOps, Kubernetes, Power BI, NumPy, Scala, Java",2024,8,2024-08-15
2687,Computer Vision Engineer,Meta,"Austin, TX",Mid,Hybrid,137848.0,"LLM, Feature Engineering, SQL, Computer Vision, Docker, MLOps, Airflow",2024,4,2024-04-08
2688,Data Scientist,Meta,"Austin, TX",Senior,Onsite,120075.0,"FastAPI, Statistics, Machine Learning, Kubernetes, Docker, NumPy, Azure, Data Engineering",2023,2,2023-02-15
2689,Data Scientist,Amazon,"Ahmedabad, India",Senior,Onsite,44958.0,"NumPy, NLP, R, GCP, Statistics, scikit-learn, A/B Testing",2024,10,2024-10-12
2690,Computer Vision Engineer,Nvidia,"Pune, India",Entry,Onsite,28329.0,"Spark, Scala, Data Engineering, NumPy, Kubernetes, Machine Learning, Deep Learning, Statistics",2025,12,2025-12-09
2691,LLM Engineer,DeepMind,"San Francisco, CA",Senior,Remote,156503.0,"Transformers, Deep Learning, Power BI, scikit-learn",2024,10,2024-10-21
2692,AI Engineer,Wipro,"Boston, MA",Entry,Hybrid,91489.0,"TensorFlow, Tableau, Machine Learning, Docker, R, Azure",2024,1,2024-01-06
2693,MLOps Engineer,IBM,"Chicago, IL",Mid,Hybrid,118239.0,"Docker, Computer Vision, SQL, GCP",2024,3,2024-03-10
2694,Computer Vision Engineer,Anthropic,Remote,Entry,Hybrid,92728.0,"Deep Learning, LLM, Airflow",2025,9,2025-09-09
2695,Machine Learning Engineer,Accenture,"Bengaluru, India",Senior,Onsite,,"PyTorch, Feature Engineering, Azure, Statistics",2025,7,2025-07-15
2696,Deep Learning Engineer,Google,"Mumbai, India",Mid,Remote,44883.0,"Airflow, Linux, Git, LLM, Spark",2024,11,2024-11-27
2697,Machine Learning Engineer,ByteDance,"Bengaluru, India",Mid,Hybrid,42137.0,"Pandas, SQL, Scala, Transformers",2024,3,2024-03-11
2698,NLP Engineer,Nvidia,Remote,Senior,Remote,133710.0,"Docker, Azure, Scala, Kubernetes, Spark, NumPy, FastAPI",2023,4,2023-04-21
2699,Data Analyst,Infosys,"Toronto, Canada",Lead,Onsite,138414.0,"Kubernetes, A/B Testing, PyTorch, NumPy, scikit-learn, MLOps, Spark",2023,11,2023-11-22
2700,Data Scientist,DeepMind,"Toronto, Canada",Lead,Hybrid,207777.0,"TensorFlow, Pandas, NLP",2025,5,2025-05-20
2701,Deep Learning Engineer,OpenAI,"Chicago, IL",Lead,Onsite,222677.0,"Kubernetes, Java, Git, R, NumPy, Feature Engineering",2024,9,2024-09-16
2702,Data Analyst,Snowflake,"New York, NY",Lead,Hybrid,145662.0,"SQL, Hadoop, NumPy, Deep Learning, Scala",2025,10,2025-10-23
2703,Data Scientist,HCL Technologies,"New York, NY",Mid,Remote,143017.0,"Spark, Hadoop, NLP, Tableau, Computer Vision, A/B Testing, Python",2023,10,2023-10-24
2704,Data Scientist,IBM,Remote,Senior,Hybrid,165282.0,"R, Hadoop, Python, Deep Learning",2025,3,2025-03-06
2705,Data Analyst,Google,"Austin, TX",Entry,Onsite,61589.0,"SQL, Python, Docker, Hadoop",2024,6,2024-06-05
2706,Data Scientist,Baidu,"Seattle, WA",Senior,Hybrid,165660.0,"Azure, Machine Learning, Statistics, Git, Python, R, Tableau, Deep Learning",2022,8,2022-08-02
2707,Data Scientist,Microsoft,Remote,Mid,Remote,117202.0,"AWS, Pandas, SQL",2025,4,2025-04-04
2708,MLOps Engineer,Salesforce,"Bengaluru, India",Mid,Hybrid,33359.0,"Python, Scala, Java, Pandas, PyTorch, Transformers, Statistics, Data Engineering",2025,12,2025-12-03
2709,Data Analyst,OpenAI,"Austin, TX",Lead,Remote,123368.0,"Statistics, LLM, Scala, Hadoop",2023,4,2023-04-26
2710,AI Research Scientist,Qualcomm,"Los Angeles, CA",Mid,Remote,171015.0,"R, LLM, Linux, Computer Vision, Feature Engineering",2025,1,2025-01-23
2711,Deep Learning Engineer,Salesforce,"San Francisco, CA",Entry,Onsite,89096.0,"Power BI, PyTorch, TensorFlow",2024,11,2024-11-24
2712,Deep Learning Engineer,Google,"Berlin, Germany",Lead,Remote,251930.0,"Computer Vision, AWS, Azure, Deep Learning, PyTorch, GCP, scikit-learn, Linux",2022,6,2022-06-28
2713,MLOps Engineer,Infosys,"New York, NY",Senior,Hybrid,160905.0,"Pandas, AWS, Data Engineering, Git",2023,3,2023-03-21
2714,AI Research Scientist,Tesla,"San Francisco, CA",Entry,Hybrid,,"Pandas, Statistics, Kubernetes, Power BI, Data Engineering, NumPy, NLP",2023,7,2023-07-16
2715,MLOps Engineer,Microsoft,"Hyderabad, India",Mid,Hybrid,,"Linux, Feature Engineering, FastAPI",2025,10,2025-10-01
2716,Machine Learning Engineer,Microsoft,"New York, NY",Mid,Remote,99633.0,"Linux, Data Engineering, Spark, SQL",2023,1,2023-01-20
2717,LLM Engineer,Microsoft,"Bengaluru, India",Lead,Remote,65320.0,"SQL, Statistics, Python, AWS, Airflow, NLP, TensorFlow, LLM",2024,2,2024-02-02
2718,MLOps Engineer,Google,"Seattle, WA",Mid,Hybrid,131419.0,"Transformers, Kubernetes, Statistics, Azure, Feature Engineering, Hadoop, Spark",2022,8,2022-08-17
2719,Data Scientist,Salesforce,"Los Angeles, CA",Senior,Hybrid,136736.0,"Spark, SQL, Data Engineering, GCP, MLOps, scikit-learn, Docker, FastAPI",2022,9,2022-09-08
2720,Data Scientist,Infosys,"San Francisco, CA",Mid,Remote,116907.0,"Feature Engineering, Data Engineering, Hadoop, MLOps",2024,10,2024-10-01
2721,Machine Learning Engineer,Infosys,Singapore,Entry,Remote,118758.0,"Kubernetes, Machine Learning, GCP",2023,7,2023-07-07
2722,AI Research Scientist,Uber,"San Francisco, CA",Senior,Remote,172833.0,"AWS, LLM, TensorFlow",2024,2,2024-02-03
2723,MLOps Engineer,DeepMind,"London, UK",Senior,Hybrid,132510.0,"Deep Learning, Feature Engineering, PyTorch",2025,5,2025-05-18
2724,AI Engineer,Accenture,"Boston, MA",Mid,Hybrid,153702.0,"GCP, Deep Learning, Kubernetes, Data Engineering, Airflow, Feature Engineering",2023,1,2023-01-15
2725,Deep Learning Engineer,Databricks,"Seattle, WA",Mid,Hybrid,169017.0,"Scala, Computer Vision, PyTorch, NLP",2025,5,2025-05-27
2726,Computer Vision Engineer,Infosys,"Los Angeles, CA",Senior,Hybrid,166823.0,"Machine Learning, scikit-learn, MLOps, R, Statistics, GCP",2025,2,2025-02-16
2727,Machine Learning Engineer,Microsoft,"San Francisco, CA",Mid,Remote,,"Feature Engineering, TensorFlow, MLOps, Data Engineering, Machine Learning, scikit-learn",2023,1,2023-01-09
2728,Deep Learning Engineer,OpenAI,"New York, NY",Mid,Onsite,158821.0,"Feature Engineering, MLOps, Transformers, Linux, NLP, NumPy",2023,10,2023-10-12
2729,MLOps Engineer,DeepMind,"New York, NY",Mid,Hybrid,108215.0,"Hadoop, NumPy, R, Deep Learning, Spark, A/B Testing",2024,4,2024-04-07
2730,MLOps Engineer,Apple,"Los Angeles, CA",Senior,Remote,,"Power BI, SQL, Hadoop, Statistics, Scala, GCP, scikit-learn, Azure",2023,10,2023-10-26
2731,LLM Engineer,TCS,"Seattle, WA",Mid,Remote,160104.0,"Hadoop, Spark, Transformers, NumPy, Git, GCP",2025,6,2025-06-05
2732,Deep Learning Engineer,Databricks,Remote,Mid,Hybrid,164461.0,"Kubernetes, Docker, A/B Testing, Computer Vision, Scala, Linux",2023,4,2023-04-28
2733,Data Scientist,Google,"Austin, TX",Entry,Onsite,88819.0,"Linux, GCP, Hadoop, MLOps, Git, SQL",2023,12,2023-12-05
2734,Machine Learning Engineer,Nvidia,"New York, NY",Lead,Onsite,185324.0,"FastAPI, Azure, Airflow, Kubernetes",2025,9,2025-09-18
2735,AI Engineer,Intel,"New York, NY",Mid,Remote,161617.0,"NumPy, Computer Vision, LLM, Azure, Tableau",2025,3,2025-03-03
2736,Machine Learning Engineer,Salesforce,"Seattle, WA",Senior,Remote,159355.0,"scikit-learn, A/B Testing, Statistics, Deep Learning, Git, FastAPI, TensorFlow",2024,9,2024-09-23
2737,Data Scientist,JPMorgan,"Pune, India",Mid,Hybrid,30958.0,"Machine Learning, Kubernetes, Computer Vision, FastAPI, Tableau",2025,11,2025-11-20
