job_id,job_title,company,location,experience_level,work_type,salary_usd,skills,year,month,posted_date,salary_band
3172,MLOps Engineer,Wipro,"New York, NY",Mid,Hybrid,127471,"PyTorch, Spark, NumPy",2024,8,2024-08-09,100-130K
3173,MLOps Engineer,Google,Singapore,Mid,Hybrid,100022,"LLM, Kubernetes, FastAPI",2023,4,2023-04-21,100-130K
3174,AI Engineer,DeepMind,"San Francisco, CA",Senior,Remote,182278,"FastAPI, Statistics, Git, Transformers, Scala, SQL",2024,7,2024-07-03,160K+
3175,Data Scientist,HCL Technologies,Remote,Senior,Remote,129496,"NLP, Linux, Airflow, AWS, FastAPI, scikit-learn, Statistics",2025,5,2025-05-11,100-130K
3176,Data Analyst,Baidu,"Seattle, WA",Entry,Hybrid,54400,"Tableau, Airflow, MLOps, Transformers, NumPy, Linux, Hadoop",2025,11,2025-11-23,<70K
3177,Machine Learning Engineer,Accenture,Singapore,Mid,Onsite,109754,"scikit-learn, Java, Feature Engineering, GCP",2022,4,2022-04-06,100-130K
3178,Machine Learning Engineer,Goldman Sachs,"Austin, TX",Senior,Remote,159959,"TensorFlow, Data Engineering, PyTorch",2024,11,2024-11-22,130-160K
3179,AI Engineer,Qualcomm,"Berlin, Germany",Senior,Remote,186266,"Power BI, Python, Docker, AWS, SQL, Java, Azure, MLOps",2023,8,2023-08-14,160K+
3180,Computer Vision Engineer,Meta,"Seattle, WA",Senior,Remote,177067,"FastAPI, scikit-learn, MLOps, Feature Engineering, Azure, Java, Data Engineering, AWS",2022,6,2022-06-07,160K+
3181,Data Scientist,Intel,"Bengaluru, India",Mid,Remote,36043,"Python, Kubernetes, NumPy, Pandas, Statistics, Data Engineering",2024,12,2024-12-27,<70K
3182,AI Product Manager,ByteDance,"Chicago, IL",Mid,Remote,131982,"R, Transformers, AWS, SQL, MLOps, NumPy, TensorFlow, scikit-learn",2024,6,2024-06-06,130-160K
3183,Data Analyst,ByteDance,"Hyderabad, India",Senior,Remote,25700,"PyTorch, NLP, Airflow, Tableau",2025,1,2025-01-22,<70K
3184,Data Scientist,ByteDance,"San Francisco, CA",Lead,Hybrid,172086,"Statistics, Spark, Docker, LLM, Pandas",2025,9,2025-09-14,160K+
3185,Data Analyst,Qualcomm,"Bengaluru, India",Senior,Onsite,26850,"Statistics, A/B Testing, Feature Engineering",2023,11,2023-11-21,<70K
3186,NLP Engineer,Wipro,Singapore,Mid,Onsite,144030,"Java, Azure, Statistics, PyTorch, R, Airflow, Python, Scala",2024,11,2024-11-28,130-160K
3187,Machine Learning Engineer,Google,Remote,Mid,Remote,114070,"Java, Kubernetes, Hadoop, Machine Learning",2024,5,2024-05-05,100-130K
3188,Machine Learning Engineer,Adobe,"Boston, MA",Mid,Onsite,147484,"PyTorch, AWS, Statistics, Power BI, R, TensorFlow",2022,11,2022-11-12,130-160K
3189,AI Engineer,Stripe,"San Francisco, CA",Senior,Onsite,184618,"Power BI, Spark, Scala, scikit-learn, AWS, Data Engineering, GCP, Feature Engineering",2025,11,2025-11-05,160K+
3190,AI Architect,Amazon,"New York, NY",Mid,Remote,188787,"SQL, Java, Scala, Azure, Linux, Transformers",2023,12,2023-12-08,160K+
3191,LLM Engineer,Snowflake,"Seattle, WA",Mid,Hybrid,132641,"Tableau, Transformers, SQL, NumPy, Hadoop, NLP, Pandas, A/B Testing",2025,3,2025-03-17,130-160K
3192,Machine Learning Engineer,DeepMind,"Pune, India",Mid,Remote,40483,"NLP, Java, Deep Learning, Transformers",2023,8,2023-08-18,<70K
3193,LLM Engineer,Amazon,"Los Angeles, CA",Lead,Remote,276414,"NumPy, SQL, Data Engineering",2022,6,2022-06-21,160K+
3194,Deep Learning Engineer,DeepMind,"Amsterdam, Netherlands",Mid,Remote,126660,"Airflow, AWS, Power BI, Pandas, scikit-learn, Linux",2025,4,2025-04-05,100-130K
3195,AI Engineer,Salesforce,"San Francisco, CA",Senior,Hybrid,136033,"Power BI, R, TensorFlow",2024,10,2024-10-26,130-160K
3196,Deep Learning Engineer,DeepMind,"Boston, MA",Lead,Hybrid,164792,"scikit-learn, Kubernetes, GCP, LLM, Statistics, A/B Testing, Azure, FastAPI",2025,7,2025-07-19,160K+
3197,NLP Engineer,Accenture,"Seattle, WA",Mid,Remote,124774,"Spark, Java, NumPy, Scala, Pandas, Data Engineering, Statistics, Machine Learning",2024,7,2024-07-26,100-130K
3198,Machine Learning Engineer,Snowflake,"San Francisco, CA",Senior,Remote,131738,"Transformers, Kubernetes, A/B Testing, Statistics, Data Engineering",2025,9,2025-09-27,130-160K
3199,Deep Learning Engineer,IBM,"San Francisco, CA",Senior,Hybrid,166990,"Azure, Machine Learning, Data Engineering, Spark",2022,11,2022-11-07,160K+
3200,MLOps Engineer,Accenture,"Seattle, WA",Mid,Remote,125034,"NLP, Feature Engineering, Git, AWS, Transformers, SQL",2023,1,2023-01-26,100-130K
3201,Machine Learning Engineer,Google,"Los Angeles, CA",Mid,Hybrid,136159,"Pandas, Feature Engineering, PyTorch, Git, Python, AWS, R",2024,6,2024-06-08,130-160K
3202,LLM Engineer,DeepMind,"Toronto, Canada",Senior,Remote,187350,"Python, scikit-learn, Azure, Data Engineering, Hadoop, FastAPI, GCP",2025,4,2025-04-06,160K+
3203,Deep Learning Engineer,Salesforce,Remote,Senior,Remote,179462,"Statistics, Git, AWS, Deep Learning, GCP, Power BI",2025,8,2025-08-11,160K+
3204,Data Scientist,Google,"Toronto, Canada",Entry,Remote,95968,"R, MLOps, SQL, Data Engineering",2024,10,2024-10-07,70-100K
3205,Deep Learning Engineer,Apple,"Bengaluru, India",Mid,Hybrid,33926,"Git, Tableau, Transformers",2025,10,2025-10-25,<70K
3206,NLP Engineer,OpenAI,"Bengaluru, India",Senior,Hybrid,40825,"Docker, R, Data Engineering",2025,2,2025-02-28,<70K
3207,AI Engineer,JPMorgan,"New York, NY",Senior,Hybrid,151289,"Data Engineering, PyTorch, Transformers",2025,9,2025-09-05,130-160K
3208,AI Engineer,DeepMind,"San Francisco, CA",Entry,Remote,103639,"Linux, Data Engineering, MLOps, Python, Hadoop, AWS, Statistics, PyTorch",2023,12,2023-12-12,100-130K
3209,AI Engineer,ByteDance,"San Francisco, CA",Mid,Hybrid,144600,"Git, Python, Deep Learning, NumPy, Kubernetes, SQL",2025,4,2025-04-09,130-160K
3210,AI Architect,TCS,"San Francisco, CA",Mid,Hybrid,163181,"Feature Engineering, Git, LLM, NumPy, FastAPI",2025,7,2025-07-12,160K+
3211,Deep Learning Engineer,Tesla,"Hyderabad, India",Senior,Hybrid,55894,"Deep Learning, PyTorch, scikit-learn, Python, Linux",2024,10,2024-10-01,<70K
3212,NLP Engineer,HCL Technologies,"New York, NY",Mid,Hybrid,106642,"Linux, AWS, Computer Vision, LLM, R",2024,7,2024-07-27,100-130K
3213,Machine Learning Engineer,OpenAI,"London, UK",Mid,Onsite,159848,"Spark, Python, Transformers, NLP, Git, Data Engineering",2025,3,2025-03-18,130-160K
3214,LLM Engineer,ByteDance,"Bengaluru, India",Entry,Onsite,33366,"Docker, GCP, PyTorch, Feature Engineering, Statistics, Airflow",2024,2,2024-02-12,<70K
3215,AI Research Scientist,IBM,"Berlin, Germany",Entry,Remote,113180,"PyTorch, Spark, Linux, R, A/B Testing, Java",2022,10,2022-10-02,100-130K
3216,Data Scientist,Microsoft,"Bengaluru, India",Senior,Onsite,50028,"Data Engineering, Linux, GCP, PyTorch, LLM, Statistics",2025,7,2025-07-15,<70K
3217,Machine Learning Engineer,Baidu,"Austin, TX",Entry,Hybrid,77075,"FastAPI, Machine Learning, Docker, Java, LLM, Linux, Power BI",2023,9,2023-09-22,70-100K
3218,Deep Learning Engineer,Uber,"Seattle, WA",Mid,Onsite,128190,"Java, Scala, Docker, MLOps, Git, NLP, Spark",2024,7,2024-07-17,100-130K
3219,Deep Learning Engineer,Uber,"Boston, MA",Entry,Onsite,90082,"AWS, Spark, Python, Linux, Git, SQL, Statistics",2025,2,2025-02-11,70-100K
3220,Data Scientist,Accenture,Remote,Mid,Remote,125173,"Azure, Git, Data Engineering, Docker",2025,2,2025-02-03,100-130K
3221,AI Research Scientist,OpenAI,"Pune, India",Mid,Remote,35238,"Kubernetes, AWS, Statistics",2025,7,2025-07-10,<70K
3222,Data Analyst,DeepMind,"London, UK",Senior,Remote,115417,"Data Engineering, Deep Learning, FastAPI, Transformers",2022,5,2022-05-22,100-130K
3223,MLOps Engineer,Anthropic,"Pune, India",Senior,Remote,49494,"FastAPI, Hadoop, A/B Testing, Tableau, TensorFlow, Airflow, Computer Vision",2023,11,2023-11-27,<70K
3224,MLOps Engineer,OpenAI,"Chicago, IL",Entry,Remote,92957,"SQL, Scala, Tableau, Data Engineering, Spark, LLM, Java",2024,12,2024-12-10,70-100K
3225,Data Scientist,Meta,"Pune, India",Senior,Hybrid,42619,"NLP, Spark, Power BI, Docker, R",2024,2,2024-02-28,<70K
3226,Deep Learning Engineer,Mistral AI,Remote,Senior,Hybrid,154078,"PyTorch, SQL, Linux, A/B Testing, scikit-learn, Java, Transformers",2024,9,2024-09-03,130-160K
3227,Computer Vision Engineer,Deloitte,"Seattle, WA",Entry,Onsite,84672,"Git, NLP, Java, Hadoop, Scala, Spark",2025,10,2025-10-09,70-100K
3228,Machine Learning Engineer,Google,"Toronto, Canada",Mid,Hybrid,153173,"scikit-learn, Scala, Pandas",2024,5,2024-05-22,130-160K
3229,Machine Learning Engineer,Snowflake,"Los Angeles, CA",Senior,Hybrid,186117,"Transformers, A/B Testing, AWS, Docker, Python, SQL, Computer Vision, Data Engineering",2023,6,2023-06-03,160K+
3230,Deep Learning Engineer,Adobe,"Boston, MA",Mid,Hybrid,136159,"Linux, AWS, Docker, scikit-learn, R, LLM, Feature Engineering",2024,8,2024-08-14,130-160K
3231,Data Scientist,ByteDance,Remote,Senior,Onsite,139818,"Azure, AWS, NumPy, TensorFlow, LLM, Statistics, SQL",2022,3,2022-03-28,130-160K
3232,AI Research Scientist,Nvidia,"New York, NY",Lead,Onsite,169546,"Data Engineering, R, A/B Testing, PyTorch",2024,10,2024-10-10,160K+
3233,AI Research Scientist,Amazon,"Los Angeles, CA",Mid,Hybrid,125495,"NumPy, Power BI, GCP, Tableau, AWS",2022,9,2022-09-21,100-130K
3234,Machine Learning Engineer,Microsoft,"Bengaluru, India",Mid,Hybrid,45850,"NLP, NumPy, Azure, Hadoop, Kubernetes",2025,4,2025-04-16,<70K
3235,AI Engineer,Adobe,"New York, NY",Mid,Remote,110448,"Kubernetes, Transformers, Docker, Spark, Tableau",2023,12,2023-12-05,100-130K
3236,Machine Learning Engineer,Amazon,"Austin, TX",Senior,Onsite,174069,"Transformers, Linux, Kubernetes, Tableau, Python, Hadoop",2023,4,2023-04-12,160K+
3237,Machine Learning Engineer,Nvidia,"Seattle, WA",Senior,Onsite,190776,"Scala, TensorFlow, LLM, Airflow, Power BI, Deep Learning, R, Docker",2022,11,2022-11-18,160K+
3238,Machine Learning Engineer,OpenAI,"Austin, TX",Mid,Hybrid,113141,"GCP, Data Engineering, SQL, Linux",2025,3,2025-03-21,100-130K
3239,MLOps Engineer,Tesla,"Mumbai, India",Senior,Remote,43445,"PyTorch, NumPy, Pandas, Tableau, Machine Learning, FastAPI, scikit-learn",2023,3,2023-03-25,<70K
3240,Data Scientist,Infosys,"San Francisco, CA",Mid,Hybrid,128165,"Machine Learning, Deep Learning, NumPy",2023,3,2023-03-21,100-130K
3241,Data Analyst,Wipro,"Ahmedabad, India",Mid,Remote,23218,"Statistics, Data Engineering, A/B Testing",2025,7,2025-07-28,<70K
3242,Deep Learning Engineer,Adobe,"Bengaluru, India",Mid,Hybrid,51488,"Data Engineering, A/B Testing, Python, Scala",2022,12,2022-12-28,<70K
3243,Data Scientist,Adobe,"Chicago, IL",Senior,Hybrid,117725,"AWS, Docker, Spark",2025,10,2025-10-13,100-130K
3244,NLP Engineer,Apple,"Bengaluru, India",Mid,Remote,39194,"R, Git, Tableau, Airflow, Docker, Kubernetes, PyTorch, Deep Learning",2024,7,2024-07-05,<70K
3245,Data Analyst,Microsoft,"Chicago, IL",Lead,Remote,126129,"FastAPI, Power BI, Tableau, MLOps, Git",2023,9,2023-09-02,100-130K
3246,AI Engineer,Airbnb,"Toronto, Canada",Mid,Onsite,142588,"GCP, Power BI, scikit-learn, TensorFlow, SQL, Scala",2025,9,2025-09-07,130-160K
3247,LLM Engineer,Microsoft,"New York, NY",Mid,Onsite,146887,"Git, Python, LLM, Pandas, Deep Learning, Hadoop, Power BI",2024,8,2024-08-26,130-160K
3248,NLP Engineer,TCS,"Seattle, WA",Senior,Hybrid,144737,"Git, scikit-learn, FastAPI, AWS, Transformers",2024,11,2024-11-19,130-160K
3249,AI Engineer,Apple,"New York, NY",Mid,Hybrid,134086,"Python, Java, Git, R, Scala, Power BI, TensorFlow",2022,1,2022-01-15,130-160K
3250,Machine Learning Engineer,Databricks,"New York, NY",Lead,Hybrid,129806,"Hadoop, FastAPI, Java",2022,11,2022-11-11,100-130K
3251,AI Product Manager,Anthropic,"Seattle, WA",Senior,Remote,170188,"MLOps, Computer Vision, GCP, Deep Learning, Azure, Linux",2025,12,2025-12-16,160K+
3252,AI Architect,JPMorgan,"New York, NY",Mid,Onsite,160338,"Machine Learning, Java, PyTorch",2025,4,2025-04-17,160K+
3253,Computer Vision Engineer,Infosys,"San Francisco, CA",Senior,Hybrid,179529,"scikit-learn, Git, Power BI, Deep Learning, PyTorch, Tableau",2023,1,2023-01-03,160K+
3254,NLP Engineer,JPMorgan,"Los Angeles, CA",Mid,Hybrid,139970,"Spark, NLP, Computer Vision, Deep Learning, GCP, AWS, LLM, Pandas",2024,7,2024-07-01,130-160K
3255,Data Scientist,Microsoft,"New York, NY",Entry,Hybrid,86870,"Data Engineering, SQL, LLM",2023,4,2023-04-28,70-100K
3256,Machine Learning Engineer,JPMorgan,"Chicago, IL",Mid,Onsite,135567,"Transformers, Kubernetes, SQL, Azure, NLP, Python, Linux",2023,7,2023-07-12,130-160K
3257,Machine Learning Engineer,Salesforce,"Toronto, Canada",Entry,Onsite,86028,"Python, Pandas, Spark",2022,1,2022-01-01,70-100K
3258,AI Product Manager,Deloitte,"Boston, MA",Senior,Remote,145136,"Machine Learning, Spark, Airflow, Kubernetes, Docker",2023,11,2023-11-01,130-160K
3259,Machine Learning Engineer,Anthropic,"Mumbai, India",Entry,Onsite,30771,"Deep Learning, LLM, Python, TensorFlow, Linux, Git, MLOps, GCP",2024,2,2024-02-28,<70K
3260,Deep Learning Engineer,Accenture,"San Francisco, CA",Mid,Remote,160378,"Kubernetes, TensorFlow, Statistics, AWS, SQL, Pandas",2025,9,2025-09-01,160K+
3261,AI Engineer,McKinsey,"New York, NY",Senior,Onsite,161985,"Hadoop, Azure, NumPy, SQL",2023,7,2023-07-23,160K+
3262,Data Scientist,Microsoft,"Ahmedabad, India",Entry,Onsite,23424,"Tableau, Git, Computer Vision, Hadoop, R, SQL, AWS",2025,12,2025-12-11,<70K
3263,Machine Learning Engineer,Amazon,"San Francisco, CA",Senior,Hybrid,151724,"Docker, Statistics, Python",2024,2,2024-02-21,130-160K
3264,AI Research Scientist,Apple,"Bengaluru, India",Mid,Remote,45994,"PyTorch, Spark, Git, Scala",2025,6,2025-06-16,<70K
3265,Data Scientist,Amazon,"San Francisco, CA",Mid,Hybrid,124398,"Python, SQL, LLM, PyTorch, GCP, Machine Learning, scikit-learn, Feature Engineering",2024,1,2024-01-03,100-130K
3266,Deep Learning Engineer,Nvidia,"Seattle, WA",Entry,Remote,121815,"SQL, Spark, Power BI",2025,6,2025-06-28,100-130K
3267,AI Research Scientist,Adobe,"Bengaluru, India",Senior,Remote,46089,"Statistics, Kubernetes, PyTorch, R, Power BI, A/B Testing, Git, Transformers",2025,1,2025-01-05,<70K
3268,Data Scientist,Google,"Austin, TX",Mid,Hybrid,113329,"Python, Airflow, SQL, FastAPI, LLM, PyTorch, Linux",2024,6,2024-06-02,100-130K
3269,AI Engineer,Apple,Singapore,Senior,Onsite,171381,"Feature Engineering, A/B Testing, Pandas, Airflow, Python, MLOps",2024,7,2024-07-21,160K+
3270,Machine Learning Engineer,Microsoft,"Bengaluru, India",Mid,Onsite,40189,"Linux, Pandas, R, Kubernetes",2022,1,2022-01-09,<70K
3271,AI Research Scientist,Baidu,"Ahmedabad, India",Entry,Remote,28366,"Git, scikit-learn, Spark, Statistics",2024,5,2024-05-03,<70K
3272,Data Scientist,HCL Technologies,"Hyderabad, India",Senior,Hybrid,36898,"Data Engineering, Statistics, scikit-learn",2023,5,2023-05-12,<70K
3273,LLM Engineer,OpenAI,"Mumbai, India",Lead,Remote,67186,"SQL, Linux, Pandas, Docker, Hadoop, NLP, Kubernetes, Azure",2025,5,2025-05-05,<70K
3274,NLP Engineer,Infosys,Remote,Mid,Hybrid,134947,"SQL, Scala, Kubernetes",2023,1,2023-01-21,130-160K
3275,LLM Engineer,Meta,"Boston, MA",Mid,Remote,124161,"FastAPI, Python, Data Engineering, Statistics",2023,1,2023-01-26,100-130K
3276,AI Engineer,Amazon,"Austin, TX",Mid,Onsite,151726,"Deep Learning, GCP, Power BI, Data Engineering",2024,3,2024-03-18,130-160K
3277,Machine Learning Engineer,Stripe,"Seattle, WA",Entry,Remote,109708,"TensorFlow, NLP, Git, Computer Vision, Spark, LLM, SQL, AWS",2025,5,2025-05-18,100-130K
3278,Machine Learning Engineer,Microsoft,"New York, NY",Mid,Onsite,135346,"Airflow, NLP, SQL, Git, Feature Engineering, A/B Testing, Tableau",2023,10,2023-10-14,130-160K
3279,MLOps Engineer,Mistral AI,"Boston, MA",Entry,Onsite,86619,"Statistics, Git, Tableau, NumPy, Azure, FastAPI",2025,8,2025-08-13,70-100K
3280,Data Scientist,Airbnb,"Austin, TX",Entry,Onsite,88731,"Power BI, Pandas, PyTorch, NumPy, scikit-learn, TensorFlow, Transformers",2025,5,2025-05-08,70-100K
3281,NLP Engineer,Deloitte,Remote,Senior,Remote,142289,"Kubernetes, Java, Linux",2023,3,2023-03-17,130-160K
3282,AI Engineer,Apple,"London, UK",Mid,Hybrid,130970,"Transformers, scikit-learn, Docker, Python",2023,11,2023-11-28,130-160K
3283,Deep Learning Engineer,TCS,"Austin, TX",Senior,Hybrid,129651,"Scala, TensorFlow, Pandas",2023,4,2023-04-26,100-130K
3284,MLOps Engineer,Goldman Sachs,"San Francisco, CA",Lead,Remote,204236,"R, Spark, Python, NumPy, scikit-learn, Tableau",2023,1,2023-01-08,160K+
3285,LLM Engineer,Uber,"San Francisco, CA",Senior,Hybrid,144849,"Airflow, Docker, Machine Learning, Statistics, Linux, Transformers",2023,1,2023-01-11,130-160K
3286,Machine Learning Engineer,IBM,"San Francisco, CA",Mid,Hybrid,157230,"Statistics, LLM, Pandas, Feature Engineering, R, MLOps",2022,7,2022-07-19,130-160K
3287,Data Analyst,Goldman Sachs,"Toronto, Canada",Mid,Hybrid,79519,"A/B Testing, Azure, LLM, Computer Vision, PyTorch, Git",2025,11,2025-11-11,70-100K
3288,Deep Learning Engineer,OpenAI,"Los Angeles, CA",Senior,Hybrid,170360,"Kubernetes, Git, AWS, NumPy, Azure, Computer Vision",2023,8,2023-08-07,160K+
3289,Machine Learning Engineer,Meta,"New York, NY",Senior,Remote,157379,"Deep Learning, TensorFlow, Transformers, Azure, GCP, Git, Kubernetes, scikit-learn",2025,2,2025-02-09,130-160K
3290,Machine Learning Engineer,Meta,"New York, NY",Lead,Remote,200038,"Spark, Docker, Data Engineering, GCP, Airflow, Pandas, Tableau, TensorFlow",2024,12,2024-12-14,160K+
3291,Machine Learning Engineer,OpenAI,"Hyderabad, India",Entry,Remote,31521,"Kubernetes, Tableau, AWS",2025,7,2025-07-24,<70K
3292,Data Scientist,Meta,"Bengaluru, India",Mid,Hybrid,22626,"Azure, Machine Learning, Scala",2025,4,2025-04-10,<70K
3293,Machine Learning Engineer,OpenAI,"Bengaluru, India",Senior,Onsite,54958,"Docker, FastAPI, Computer Vision, TensorFlow, PyTorch, NumPy, Scala, Spark",2024,3,2024-03-01,<70K
3294,AI Engineer,Meta,"Chicago, IL",Lead,Onsite,211234,"Pandas, LLM, Computer Vision, MLOps, FastAPI, Kubernetes, AWS, Airflow",2025,5,2025-05-15,160K+
3295,Computer Vision Engineer,Goldman Sachs,"San Francisco, CA",Entry,Remote,80598,"Transformers, AWS, Airflow, GCP, Computer Vision, Hadoop, Scala",2025,1,2025-01-18,70-100K
3296,AI Research Scientist,Uber,Remote,Mid,Remote,125418,"LLM, NumPy, A/B Testing",2024,2,2024-02-13,100-130K
3297,AI Engineer,Nvidia,"Chicago, IL",Lead,Onsite,243836,"Machine Learning, Java, TensorFlow, MLOps, Statistics",2023,7,2023-07-26,160K+
3298,Deep Learning Engineer,Airbnb,"Pune, India",Mid,Hybrid,33957,"Git, TensorFlow, Feature Engineering, Azure, Linux",2025,2,2025-02-09,<70K
3299,LLM Engineer,Infosys,"Chicago, IL",Mid,Onsite,120192,"GCP, Scala, Python, LLM",2024,11,2024-11-08,100-130K
3300,Machine Learning Engineer,AMD,"Chicago, IL",Senior,Remote,193428,"Deep Learning, Airflow, Statistics",2024,5,2024-05-19,160K+
3301,Data Scientist,IBM,Remote,Lead,Hybrid,186480,"Azure, Spark, A/B Testing",2024,12,2024-12-06,160K+
3302,MLOps Engineer,Accenture,"Pune, India",Entry,Remote,21320,"Azure, AWS, NumPy, Java, Hadoop",2022,3,2022-03-03,<70K
3303,Data Scientist,IBM,"Boston, MA",Senior,Remote,151026,"Machine Learning, A/B Testing, Scala, Feature Engineering, Airflow",2022,9,2022-09-16,130-160K
3304,Data Scientist,Goldman Sachs,"Los Angeles, CA",Mid,Hybrid,101019,"Scala, Java, Machine Learning, Python, scikit-learn",2025,4,2025-04-19,100-130K
3305,Machine Learning Engineer,IBM,"San Francisco, CA",Mid,Hybrid,150795,"Spark, scikit-learn, Scala, A/B Testing, Git, SQL",2025,3,2025-03-26,130-160K
3306,Data Scientist,Salesforce,"Mumbai, India",Entry,Hybrid,26262,"Hadoop, Transformers, FastAPI, Scala, Docker",2023,3,2023-03-02,<70K
3307,AI Engineer,Palantir,"London, UK",Mid,Onsite,138831,"scikit-learn, Linux, Kubernetes",2023,1,2023-01-27,130-160K
3308,Deep Learning Engineer,IBM,"San Francisco, CA",Senior,Remote,182386,"TensorFlow, Deep Learning, Tableau, Pandas, Scala, Linux",2023,1,2023-01-09,160K+
3309,Data Scientist,Microsoft,"Ahmedabad, India",Lead,Remote,60780,"GCP, FastAPI, MLOps, Docker, Tableau, Spark, A/B Testing",2024,7,2024-07-06,<70K
3310,Data Scientist,Salesforce,"Bengaluru, India",Mid,Hybrid,32254,"Spark, MLOps, Data Engineering, Scala, Azure, Python",2025,4,2025-04-20,<70K
3311,AI Research Scientist,Cohere,"Bengaluru, India",Senior,Hybrid,44213,"PyTorch, Linux, NumPy, Git, Hadoop, Docker, TensorFlow",2025,10,2025-10-18,<70K
3312,Data Scientist,Amazon,"Toronto, Canada",Mid,Hybrid,121413,"Hadoop, A/B Testing, NumPy, Azure, Git, TensorFlow, Linux, Power BI",2023,4,2023-04-11,100-130K
3313,LLM Engineer,IBM,"Los Angeles, CA",Mid,Hybrid,174420,"Tableau, scikit-learn, Spark, Azure, TensorFlow, Scala, Java, Airflow",2024,12,2024-12-07,160K+
3314,AI Engineer,Apple,"Toronto, Canada",Lead,Remote,178280,"Git, TensorFlow, Statistics, Machine Learning, MLOps, Feature Engineering, Kubernetes",2022,6,2022-06-27,160K+
3315,AI Research Scientist,IBM,"San Francisco, CA",Entry,Hybrid,99488,"AWS, scikit-learn, Machine Learning, Feature Engineering, GCP, Git, PyTorch",2025,4,2025-04-15,70-100K
3316,Deep Learning Engineer,Amazon,"New York, NY",Mid,Remote,143636,"SQL, LLM, Azure, Hadoop, MLOps, TensorFlow, Transformers",2023,10,2023-10-27,130-160K
3317,LLM Engineer,Google,"Hyderabad, India",Mid,Onsite,38807,"Scala, FastAPI, NLP",2024,10,2024-10-15,<70K
3318,Computer Vision Engineer,Google,"Los Angeles, CA",Senior,Hybrid,147094,"Azure, Deep Learning, Hadoop, Machine Learning, LLM, Docker, SQL",2023,8,2023-08-26,130-160K
3319,AI Engineer,Meta,"Austin, TX",Entry,Onsite,106938,"NumPy, Data Engineering, Scala, AWS, Kubernetes, Hadoop",2024,7,2024-07-07,100-130K
3320,MLOps Engineer,Airbnb,"Ahmedabad, India",Senior,Hybrid,54337,"Python, scikit-learn, Airflow, SQL, Linux, Data Engineering, Kubernetes, Feature Engineering",2024,9,2024-09-23,<70K
3321,MLOps Engineer,ByteDance,"Seattle, WA",Entry,Hybrid,87819,"Linux, Git, Computer Vision",2024,11,2024-11-28,70-100K
3322,Machine Learning Engineer,Apple,"Ahmedabad, India",Mid,Hybrid,33249,"Kubernetes, Statistics, Java, Pandas, AWS, GCP, LLM, Spark",2025,2,2025-02-17,<70K
3323,Machine Learning Engineer,Amazon,"Hyderabad, India",Lead,Onsite,47232,"Data Engineering, scikit-learn, Feature Engineering, Kubernetes, Linux, Airflow, AWS",2023,1,2023-01-13,<70K
3324,LLM Engineer,Meta,"Sydney, Australia",Mid,Remote,143818,"Scala, Kubernetes, LLM, Linux",2024,7,2024-07-24,130-160K
3325,Machine Learning Engineer,Infosys,"Berlin, Germany",Senior,Hybrid,192745,"Feature Engineering, Transformers, TensorFlow, Docker, PyTorch, A/B Testing, Java",2022,7,2022-07-08,160K+
3326,Data Analyst,Uber,"Seattle, WA",Entry,Onsite,63209,"Computer Vision, Hadoop, Data Engineering, LLM, SQL, Linux",2023,11,2023-11-24,<70K
3327,Computer Vision Engineer,Amazon,"San Francisco, CA",Senior,Remote,166701,"Machine Learning, Kubernetes, Deep Learning, GCP",2023,12,2023-12-11,160K+
3328,Data Scientist,Salesforce,Remote,Entry,Remote,77316,"scikit-learn, Airflow, Git, R",2023,4,2023-04-02,70-100K
3329,AI Engineer,Amazon,"Boston, MA",Mid,Hybrid,113396,"Data Engineering, Machine Learning, NumPy, NLP",2025,1,2025-01-10,100-130K
3330,Machine Learning Engineer,Nvidia,"Boston, MA",Lead,Onsite,227955,"NumPy, GCP, MLOps, Scala, Machine Learning, R, Linux",2024,8,2024-08-07,160K+
3331,AI Engineer,Databricks,"Los Angeles, CA",Mid,Hybrid,144809,"MLOps, SQL, LLM",2024,11,2024-11-01,130-160K
3332,Computer Vision Engineer,Uber,Remote,Senior,Onsite,135819,"Scala, MLOps, Git, Data Engineering",2024,5,2024-05-04,130-160K
3333,Data Scientist,OpenAI,"Los Angeles, CA",Senior,Hybrid,175282,"Airflow, Python, A/B Testing, Power BI, Azure, Computer Vision, Statistics",2025,5,2025-05-04,160K+
3334,LLM Engineer,Meta,Remote,Senior,Onsite,190529,"PyTorch, Statistics, Power BI, Feature Engineering, Tableau",2023,1,2023-01-15,160K+
3335,Machine Learning Engineer,Apple,"Austin, TX",Entry,Hybrid,112356,"PyTorch, scikit-learn, Power BI",2024,11,2024-11-06,100-130K
3336,LLM Engineer,Meta,"San Francisco, CA",Mid,Remote,117032,"Hadoop, Computer Vision, Power BI, GCP, Airflow, Python, Java",2024,3,2024-03-18,100-130K
3337,Data Analyst,Google,"Seattle, WA",Mid,Hybrid,69229,"Computer Vision, SQL, NumPy, Tableau, Hadoop, Feature Engineering, Spark, Python",2025,8,2025-08-12,<70K
3338,Machine Learning Engineer,Amazon,"Bengaluru, India",Senior,Onsite,46803,"AWS, Transformers, Airflow, A/B Testing, Spark, FastAPI, LLM",2025,8,2025-08-23,<70K
3339,NLP Engineer,TCS,"London, UK",Senior,Remote,168275,"A/B Testing, Machine Learning, Airflow, Deep Learning, Azure, Feature Engineering",2025,12,2025-12-25,160K+
